./crack-identify/Denoising_verify_images\103-out_ori.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\24025-out_ori.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\24043-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24048-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24054-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24064-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24076-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24092-out_ori.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\24101-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24105-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24110-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24123-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24126-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24128-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24132-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24139-out_ori.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\24143-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24144-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24146-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24151-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24153-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24154-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24167-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24171-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24174-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24175-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24181-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24191-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24196-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24205-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24218-out_ori.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\24230-out_ori.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\24243-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24250-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24254-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24272-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24280-out_ori.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\24294-out_ori.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\24296-out_ori.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\24297-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24313-out_ori.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\24315-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24319-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24345-out_ori.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\24354-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24357-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24361-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24376-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24380-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24390-out_ori.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\24391-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24397-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24417-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24419-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24422-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24425-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24433-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24435-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24438-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24442-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24458-out_ori.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\24463-out_ori.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\24468-out_ori.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\24470-out_ori.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\24489-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24492-out_ori.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\24494-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24515-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24518-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24522-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24525-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24526-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24530-out_ori.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\24531-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24532-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24539-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24544-out_ori.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\24545-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24547-out_ori.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\24554-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24556-out_ori.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\24567-out_ori.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\24569-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24586-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24587-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24588-out_ori.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\24593-out_ori.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\24598-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24601-out_ori.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\24602-out_ori.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\24613-out_ori.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\24617-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24622-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24628-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\24631-out_ori.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\24633-out_ori.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\26-out_ori.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\53-out_ori.jpg: Predicted: 1, True label: 1
./crack-identify/Denoising_verify_images\61-out_ori.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\65-out_ori.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000017.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000021.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000024.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000031.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000033.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000034.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000045.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000052.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000057.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000059.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000063.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000069.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000072.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000074.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000076.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000086.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000104.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000109.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000114.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000129.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000133.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000137.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000146.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000153.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000155.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000164.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000166.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000167.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000173.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000174.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000179.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000216.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000218.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000219.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000220.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000222.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000225.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000229.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000241.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000247.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000254.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000261.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000262.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000265.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000266.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000273.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000282.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000285.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000286.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000291.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000292.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000296.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000303.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000311.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000323.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000325.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000330.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000332.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000333.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000335.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000339.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000340.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000346.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000349.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000362.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000368.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000371.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000384.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000389.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000392.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000394.jpg: Predicted: 1, True label: 1
./crack-identify/Denoising_verify_images\China_MotorBike_000396.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000397.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000412.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000413.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000415.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000419.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000420.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000423.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000428.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\China_MotorBike_000429.jpg: Predicted: 0, True label: 0
